ts,open,high,low,close,volume,ma20,ma60,ma240,macd,signal,hist
2025-03-07 00:00:00-05:00,241.75999450683594,245.0800018310547,233.77999877929688,243.2100067138672,2405900,,,,0.0,0.0,0.0
2025-03-10 00:00:00-04:00,238.17999267578125,238.8000030517578,231.50999450683594,233.9600067138672,3026300,,,,-0.207532051282044,-0.11529558404557999,-0.092236467236464
2025-03-11 00:00:00-04:00,234.0,238.41000366210938,230.08999633789062,234.25,2646600,,,,-0.2554443512630087,-0.17273360339698518,-0.0827107478660235
2025-03-12 00:00:00-04:00,240.14999389648438,244.99000549316406,239.13999938964844,239.22000122070312,2368000,,,,-0.09153551093962164,-0.14522747451576445,0.05369196357614281
2025-03-13 00:00:00-04:00,240.75999450683594,247.1999969482422,239.8000030517578,241.55999755859375,2166400,,,,0.09257099371899358,-0.07448780643069842,0.167058800149692
2025-03-14 00:00:00-04:00,241.67999267578125,248.0,241.4600067138672,247.42999267578125,2271100,,,,0.452508372093547,0.06835745837008801,0.384150913723459
2025-03-17 00:00:00-04:00,246.25,258.1400146484375,246.25,255.11000061035156,2772700,,,,1.0234627213645808,0.31006912054415303,0.7133936008204278
2025-03-18 00:00:00-04:00,252.0399932861328,255.99000549316406,251.35000610351562,253.8800048828125,1772700,,,,1.331350858574723,0.5555023274002393,0.7758485311744836
2025-03-19 00:00:00-04:00,255.0,262.1400146484375,254.0800018310547,258.70001220703125,2735900,,,,1.7634386412090635,0.834541608493032,0.9288970327160314
2025-03-20 00:00:00-04:00,255.92999267578125,259.8599853515625,254.8800048828125,258.5,1722700,,,,2.033991593183771,1.103288033039814,0.9307035601439568
2025-03-21 00:00:00-04:00,254.91000366210938,266.95001220703125,252.05999755859375,262.4200134277344,5699800,,,,2.4098133438292564,1.389148305638437,1.0206650381908193
2025-03-24 00:00:00-04:00,266.0,268.239990234375,264.0,267.1499938964844,2526000,,,,2.912384357572222,1.7162755275403978,1.196108830031824
2025-03-25 00:00:00-04:00,267.1499938964844,269.7099914550781,265.9700012207031,269.1099853515625,1253600,,,,3.3571869903443314,2.0635494033235022,1.2936375870208292
2025-03-26 00:00:00-04:00,269.29998779296875,269.29998779296875,262.5199890136719,263.4100036621094,1394900,,,,3.3161757215009118,2.3255997636904375,0.9905759578104743
2025-03-27 00:00:00-04:00,261.9800109863281,263.9800109863281,258.2099914550781,262.5400085449219,1349800,,,,3.1913088810461545,2.505055629103808,0.6862532519423463
2025-03-28 00:00:00-04:00,262.30999755859375,263.239990234375,255.8699951171875,256.69000244140625,1248900,,,,2.7016484752866745,2.54551297128521,0.15613550400146448
2025-03-31 00:00:00-04:00,253.08999633789062,254.97000122070312,248.52000427246094,254.3300018310547,2259500,,,,2.148639339469895,2.4643097100366456,-0.3156703705667505
2025-04-01 00:00:00-04:00,252.63999938964844,259.4800109863281,251.82000732421875,258.7900085449219,1421500,,,,1.9799493895655473,2.365660540489576,-0.3857111509240285
2025-04-02 00:00:00-04:00,253.52000427246094,265.7300109863281,253.44000244140625,264.94000244140625,1859500,,,,2.2207418147695535,2.3362529878475864,-0.11551117307803294
2025-04-03 00:00:00-04:00,252.33999633789062,255.19000244140625,245.4199981689453,248.91000366210938,2995200,253.70550231933595,,,1.3346285625050314,2.1335915757777824,-0.798963013272751
2025-04-04 00:00:00-04:00,243.52999877929688,246.22000122070312,232.3699951171875,232.8800048828125,4203200,253.1890022277832,,,-0.42653594358378655,1.6167995063837517,-2.0433354499675382
2025-04-07 00:00:00-04:00,229.64999389648438,245.66000366210938,221.55999755859375,233.82000732421875,4174300,253.18200225830077,,,-1.7219140785477123,0.944093092173588,-2.6660071707213002
2025-04-08 00:00:00-04:00,237.80999755859375,244.3000030517578,228.1999969482422,231.63999938964844,2654500,253.0515022277832,,,-2.854232828589943,0.17991700861587756,-3.0341498372058204
2025-04-09 00:00:00-04:00,230.6999969482422,266.6499938964844,229.60000610351562,264.6499938964844,4256800,254.32300186157227,,,-1.4306557026253017,-0.14372589402822342,-1.2869298085970784
2025-04-10 00:00:00-04:00,256.8800048828125,258.54998779296875,244.99000549316406,254.02000427246094,2603500,254.9460021972656,,,-1.0456526410415279,-0.3247953043222808,-0.720857336719247
2025-04-11 00:00:00-04:00,253.52000427246094,260.4200134277344,248.5500030517578,259.4700012207031,1647500,255.54800262451172,,,-0.35101321646726547,-0.33005478254884224,-0.020958433918423225
2025-04-14 00:00:00-04:00,264.6000061035156,265.5899963378906,257.6499938964844,260.55999755859375,1453800,255.82050247192382,,,0.2715717335156569,-0.20943784547692426,0.4810095789925811
2025-04-15 00:00:00-04:00,262.0,266.0799865722656,260.79998779296875,264.30999755859375,1857200,256.3420021057129,,,1.0219971845336318,0.037326472133056135,0.9846707124005756
2025-04-16 00:00:00-04:00,256.510009765625,262.0799865722656,254.47999572753906,259.260009765625,2170800,256.37000198364257,,,1.23158227333181,0.27654780946247115,0.9550344638693389
2025-04-17 00:00:00-04:00,262.7900085449219,263.1600036621094,257.8800048828125,260.2200012207031,1914600,256.45600204467775,,,1.4506274233971226,0.5116547805824659,0.9389726428146566
2025-04-21 00:00:00-04:00,257.0199890136719,257.1600036621094,247.6999969482422,251.55999755859375,1494800,255.9130012512207,,,0.971532264715222,0.6037214558278733,0.36781080888734874
2025-04-22 00:00:00-04:00,255.22999572753906,260.6700134277344,251.9499969482422,258.1499938964844,1389100,255.4630012512207,,,1.0710466976018438,0.6972606135385528,0.37378608406329095
2025-04-23 00:00:00-04:00,266.7799987792969,272.80999755859375,264.7900085449219,265.4200134277344,1708400,255.27850265502929,,,1.6748096441168627,0.8928944173086018,0.781915226808261
2025-04-24 00:00:00-04:00,270.30999755859375,283.0,270.0,281.7799987792969,2177700,256.1970024108887,,,3.3457331792010336,1.3837110432832955,1.962022135917738
2025-04-25 00:00:00-04:00,279.989990234375,290.5,279.45001220703125,289.6300048828125,2414000,257.5515022277832,,,5.201443470438846,2.147567385658694,3.0538760847801525
2025-04-28 00:00:00-04:00,288.0199890136719,289.4100036621094,281.70001220703125,285.739990234375,3416100,259.00400161743164,,,6.3005985315256225,2.9784432494656716,3.322155282059951
2025-04-29 00:00:00-04:00,289.6400146484375,303.6000061035156,289.6400146484375,302.2200012207031,3815600,261.39850158691405,,,8.3328204743205,4.049596781792682,4.283223692527817
2025-04-30 00:00:00-04:00,294.510009765625,299.9800109863281,293.8500061035156,297.739990234375,2780600,263.3460006713867,,,9.487490196658598,5.137401392944473,4.350088803714125
2025-05-01 00:00:00-04:00,301.739990234375,304.70001220703125,299.4100036621094,299.7300109863281,2304200,265.0855010986328,,,10.43366204540797,6.196829551133096,4.236832494274875
