ts,open,high,low,close,volume
2025-03-10,4.019999980926514,4.070000171661377,4.010000228881836,4.070000171661377,118000
2025-03-11,4.079999923706055,4.099999904632568,4.050000190734863,4.059999942779541,3629000
2025-03-12,4.039999961853027,4.039999961853027,4.019999980926514,4.03000020980835,26000
2025-03-13,4.019999980926514,4.03000020980835,4.0,4.019999980926514,707000
2025-03-14,4.010000228881836,4.019999980926514,3.880000114440918,3.9200000762939453,1129000
2025-03-17,3.880000114440918,3.9000000953674316,3.869999885559082,3.9000000953674316,93000
2025-03-18,3.890000104904175,3.9100000858306885,3.890000104904175,3.9100000858306885,215000
2025-03-19,3.9000000953674316,3.9000000953674316,3.880000114440918,3.890000104904175,62000
2025-03-20,3.890000104904175,3.9200000762939453,3.890000104904175,3.9200000762939453,109000
2025-03-21,3.940000057220459,3.990000009536743,3.9200000762939453,3.990000009536743,157000
2025-03-24,3.990000009536743,3.990000009536743,3.9800000190734863,3.990000009536743,56000
2025-03-25,3.9600000381469727,3.9800000190734863,3.9600000381469727,3.9700000286102295,38000
2025-03-26,3.9700000286102295,3.990000009536743,3.9700000286102295,3.990000009536743,5000
2025-03-27,3.990000009536743,3.990000009536743,3.9600000381469727,3.9700000286102295,42000
2025-03-28,3.950000047683716,4.010000228881836,3.950000047683716,4.0,258000
2025-03-31,4.019999980926514,4.019999980926514,3.9700000286102295,4.010000228881836,99000
2025-04-01,4.0,4.03000020980835,4.0,4.03000020980835,147000
2025-04-02,4.039999961853027,4.039999961853027,4.03000020980835,4.03000020980835,9000
2025-04-07,4.599999904632568,4.599999904632568,4.25,4.300000190734863,8828000
2025-04-08,4.300000190734863,4.349999904632568,4.199999809265137,4.25,3993000
2025-04-09,4.300000190734863,4.300000190734863,4.179999828338623,4.210000038146973,1797000
2025-04-10,4.079999923706055,4.179999828338623,4.079999923706055,4.119999885559082,2021999
2025-04-11,4.130000114440918,4.139999866485596,4.090000152587891,4.090000152587891,580000
