ts,open,high,low,close,volume
2025-03-10,44.95634460449219,44.95634460449219,44.95634460449219,44.95634460449219,1256.0
2025-03-11,44.956344645074076,44.956344645074076,44.48311996459961,44.48311996459961,3027.0
2025-03-12,44.483119145442295,44.483119145442295,44.10453796386719,44.10453796386719,14070.0
2025-03-13,44.05721476125654,44.05721476125654,43.34737777709961,43.34737777709961,13033.0
2025-03-14,43.34737777709961,43.34737777709961,43.34737777709961,43.34737777709961,0.0
2025-03-17,43.34737735361506,43.39469909667969,43.34737735361506,43.39469909667969,4001.0
2025-03-18,43.39469887771363,43.44202423095703,43.39469887771363,43.44202423095703,3002.0
2025-03-19,43.44202423095703,43.44202423095703,43.44202423095703,43.44202423095703,0.0
2025-03-20,43.34737735361506,43.91524910164331,43.34737735361506,43.39469909667969,17002.0
2025-03-21,43.915252685546875,43.915252685546875,43.915252685546875,43.915252685546875,1010.0
2025-03-24,43.915252685546875,43.915252685546875,43.915252685546875,43.915252685546875,0.0
2025-03-25,43.915252685546875,43.915252685546875,43.915252685546875,43.915252685546875,0.0
2025-03-26,43.915252685546875,43.915252685546875,43.915252685546875,43.915252685546875,0.0
2025-03-27,43.39470032125356,44.19918441772461,43.39470032125356,44.19918441772461,5029.0
2025-03-28,44.19918441772461,44.19918441772461,44.19918441772461,44.19918441772461,0.0
2025-03-31,43.347380174590704,43.347380174590704,42.116996722751196,42.5902214050293,5039.0
2025-04-01,42.5902214050293,42.5902214050293,42.5902214050293,42.5902214050293,0.0
2025-04-02,42.590220978938554,42.637542724609375,42.590220978938554,42.637542724609375,3010.0
2025-04-07,38.37852096557617,38.52048981425991,38.37852096557617,38.37852096557617,30060.0
2025-04-08,38.3785212562039,39.75087356567383,37.85797482445127,39.75087356567383,10000.0
2025-04-09,37.90529675277757,42.8268342256546,37.857975006103516,37.857975006103516,18033.0
2025-04-10,37.99994358940383,40.697322845458984,37.99994358940383,40.697322845458984,5001.0
2025-04-11,40.697322845458984,40.697322845458984,40.697322845458984,40.697322845458984,0.0
2025-04-14,40.650001525878906,40.650001525878906,40.650001525878906,40.650001525878906,2224.0
2025-04-15,40.88661258573936,40.88661258573936,40.79196548461914,40.79196548461914,3000.0
2025-04-16,40.79196548461914,40.79196548461914,40.79196548461914,40.79196548461914,0.0
2025-04-17,40.79196548461914,40.79196548461914,40.79196548461914,40.79196548461914,0.0
2025-04-18,40.79196548461914,40.79196548461914,40.79196548461914,40.79196548461914,0.0
2025-04-21,41.0285758972168,41.0285758972168,41.0285758972168,41.0285758972168,1000.0
2025-04-22,40.839290618896484,40.839290618896484,40.839290618896484,40.839290618896484,1021.0
