ts,open,high,low,close,volume
2025-03-10 00:00:00-04:00,29.677365798822144,30.330365367006547,29.277769242360982,29.3070068359375,4753300
2025-03-11 00:00:00-04:00,29.492189092630994,29.550666144238573,28.74172647101793,28.829442977905273,4127200
2025-03-12 00:00:00-04:00,28.75146915367026,28.926902144243574,28.2836490847759,28.527305603027344,3960600
2025-03-13 00:00:00-04:00,28.488321527205606,28.780710483562206,28.127710897669846,28.21542739868164,3046000
2025-03-14 00:00:00-04:00,28.459083273270018,28.839186862877323,28.234917854239658,28.722230911254883,2103400
2025-03-17 00:00:00-04:00,28.74172308493052,29.51167858602097,28.731976600985508,29.199796676635742,3217200
2025-03-18 00:00:00-04:00,29.277769884659815,29.404470463825113,28.848933866262502,29.102336883544922,2931000
2025-03-19 00:00:00-04:00,29.004874184379084,29.287514798664265,28.819694697049723,29.15106773376465,3033400
2025-03-20 00:00:00-04:00,29.112082996474218,29.4337095414304,29.05360409088088,29.345993041992188,3010600
2025-03-21 00:00:00-04:00,29.20954412157167,29.28751413674525,28.2154268928465,28.439590454101562,6488100
2025-03-24 00:00:00-04:00,28.322636776173862,28.87817341126419,28.322636776173862,28.80994987487793,3092300
2025-03-25 00:00:00-04:00,28.78071010360888,28.78071010360888,28.234918135862657,28.459083557128906,2736000
2025-03-26 00:00:00-04:00,28.56629059470443,28.770963043249296,28.45908298732547,28.673500061035156,1637400
2025-03-27 00:00:00-04:00,28.751469219234995,29.297259300856368,28.50781270042792,28.83918571472168,3197300
2025-03-28 00:00:00-04:00,28.75146971733302,28.868425666325344,28.400603729307786,28.615022659301758,2568900
2025-03-31 00:00:00-04:00,28.615022166208405,28.751469221888414,28.186186172561897,28.537052154541016,3993600
2025-04-01 00:00:00-04:00,28.52730668334877,28.692993196392322,27.962023613956372,28.400604248046875,4859600
2025-04-02 00:00:00-04:00,28.49806741792757,28.839186930427594,28.264157373086586,28.731977462768555,4215800
2025-04-03 00:00:00-04:00,28.332379698145292,28.400603225951766,26.695007594983046,26.733993530273438,5364300
2025-04-04 00:00:00-04:00,26.860696510094506,26.96790598280258,25.408503751470782,25.59368324279785,6634300
2025-04-07 00:00:00-04:00,25.242816252205493,26.080995314121672,24.258443643407887,24.833473205566406,6711600
2025-04-08 00:00:00-04:00,25.83733853416232,25.973785595410625,23.878339819753247,24.19021987915039,5094000
2025-04-09 00:00:00-04:00,23.732147333292737,26.06150325744213,23.488490793646925,25.886070251464844,5868100
2025-04-10 00:00:00-04:00,25.603428923085474,25.68139893925481,24.414383852813362,25.164846420288086,3732300
2025-04-11 00:00:00-04:00,25.008906254430833,25.28180223904246,24.287683143977038,25.145353317260742,3635700
2025-04-14 00:00:00-04:00,25.379265320253314,25.6911453844549,25.194085835026694,25.45723533630371,2571900
2025-04-15 00:00:00-04:00,25.398756671802555,25.603429127727843,25.106369573568525,25.1940860748291,3121600
2025-04-16 00:00:00-04:00,25.272054472394057,25.340278000347332,24.77499495008227,24.94068145751953,3956600
2025-04-17 00:00:00-04:00,24.979666868123584,25.408502885386525,24.979666868123584,25.155099868774414,2651600
2025-04-21 00:00:00-04:00,24.78474160294711,24.901695691964097,23.829608487184217,24.063518524169922,2828300
2025-04-22 00:00:00-04:00,24.375398276385578,24.804234268441718,24.307174748798587,24.619054794311523,2950100
2025-04-23 00:00:00-04:00,25.008907079155648,25.544950722766227,24.599564018215105,24.667787551879883,2427100
2025-04-24 00:00:00-04:00,24.77499629257192,25.08687635665924,24.589816807413143,24.85296630859375,4047800
2025-04-25 00:00:00-04:00,24.580071823864994,24.833474856146314,24.112251699169597,24.18047523498535,4584400
2025-04-28 00:00:00-04:00,24.13174360389559,24.989413794645095,24.121997119359,24.92119026184082,7708600
2025-04-29 00:00:00-04:00,24.716517266082015,25.203830291934096,24.716517266082015,25.13560676574707,5244800
2025-04-30 00:00:00-04:00,24.940683405021847,25.330533494447664,24.58981739506268,25.2525634765625,5015900
2025-05-01 00:00:00-04:00,25.252562920847563,25.38900998440594,24.90169691860965,25.164846420288086,3875800
2025-05-02 00:00:00-04:00,25.36951715707048,25.68139720063365,25.281800662449378,25.496217727661133,3513600
2025-05-05 00:00:00-04:00,25.486473037310663,25.583936022520152,25.135608893089056,25.174592971801758,2814200
2025-05-06 00:00:00-04:00,25.008906610467132,25.116116080760797,24.541086509288682,24.891952514648438,5555900
2025-05-07 00:00:00-04:00,24.94068285617023,25.26230940523771,24.843219871220608,25.164846420288086,4117600
2025-05-08 00:00:00-04:00,25.340280180243706,25.61317617448439,25.145354204507235,25.281803131103516,3812400
2025-05-09 00:00:00-04:00,25.593682908073948,25.827592960871772,25.398756934599835,25.544950485229492,4948200
2025-05-12 00:00:00-04:00,26.168711419921948,26.578054460396046,26.003024906897867,26.28566551208496,3661700
2025-05-13 00:00:00-04:00,26.3343981509842,26.40262168180278,25.94454807562673,26.012771606445312,4153300
2025-05-14 00:00:00-04:00,25.905561827460538,25.915308311596384,25.311039307836403,25.359771728515625,3969700
2025-05-15 00:00:00-04:00,25.40850311190844,25.837339132994543,25.389010143006384,25.79835319519043,2538000
2025-05-16 00:00:00-04:00,25.89581580688655,26.071248806568647,25.632666307363404,26.042009353637695,2323400
2025-05-19 00:00:00-04:00,25.65215984615003,25.97378639973201,25.63266687709613,25.827592849731445,2550700
2025-05-20 00:00:00-04:00,25.681399410242115,25.92505594760883,25.49621992133689,25.544950485229492,2871700
2025-05-21 00:00:00-04:00,25.340281293773195,25.39875834548305,24.472864567427894,24.541088104248047,4250000
2025-05-22 00:00:00-04:00,24.57032230774017,24.755501781360767,24.336412274249167,24.60930824279785,3961700
2025-05-23 00:00:00-04:00,24.31692103167726,24.648294042034795,24.28768158054512,24.589815139770508,3343400
2025-05-27 00:00:00-04:00,24.921189953837814,25.213578909466282,24.61905637274504,25.174592971801758,4214500
2025-05-28 00:00:00-04:00,25.242816858088098,25.252563342641036,24.97966735201428,25.233070373535156,3801800
2025-05-29 00:00:00-04:00,25.262308880243605,25.574188938439537,25.12586181952083,25.37926483154297,3538200
2025-05-30 00:00:00-04:00,25.34978748388048,25.52664677140655,25.182753920557552,25.457868576049805,11663800
2025-06-02 00:00:00-04:00,25.202403987851287,25.241706882510037,24.996069413088357,25.222055435180664,3076800
2025-06-03 00:00:00-04:00,24.976418516855006,25.477519190419663,24.87816315210533,25.408740997314453,3634000
